id,created,text,lat,long,category
7.08864E+17,3/13/2016 3:57,"06:56 @KenyaRedCross bad accident on Waiyaki Way near Nairobi School, please send help. via @KijanaMkenya",0,0,NONE
7.08856E+17,3/13/2016 3:24,06:23 ma3route there is an accident along msa road @Gm. Kuna msee amegogwa na ma3 ya 14seater. He is having serious injuries via @johni_baha,0,0,NONE
7.08802E+17,3/12/2016 23:48,"02:47 Accident, Langata road. Pedestrian killed. @  https://t.co/DPVKkJJdf3 via @tycoontraffic",0,0,NONE
7.08774E+17,3/12/2016 21:56,00:55 are people blowing on KIAMBU ROAD? via @Skamwati,0,0,NONE
7.08763E+17,3/12/2016 21:14,00:14 someone knocked down and died on the spot at Langata road next to rafikis club...a life lost tonight via @1_samba,0,0,NONE
7.08761E+17,3/12/2016 21:07,00:07 accident at the Junction towards Carnivore. Motorists speedi~more ⇢ https://t.co/AcdFObQl2h https://t.co/6zd5nwh2SX via @CalebManywele,0,0,NONE
7.08759E+17,3/12/2016 20:58,23:57 @IkeOjuok The inhuman acts by police are just a projection of the barely human big shot r~more ⇢ https://t.co/iJPp1UZZo0 via @tiusteng,0,0,NONE
7.08754E+17,3/12/2016 20:37,23:37 SHARE and remind a family member or a friend  https://t.co/Zocuh2gguz via @MombasaCGW,0,0,NONE
7.08748E+17,3/12/2016 20:16,23:15 FYA  https://t.co/zf57m5lq2P via @IkeOjuok,0,0,NONE
7.08748E+17,3/12/2016 20:15,23:15 The wreckage of the #SubuigaAccident  https://t.co/lPjO7ZuhW7 via @Ndeshmo,0,0,NONE
7.08747E+17,3/12/2016 20:10,23:09 @NPSOfficial_KE When you see in Nairobi CBD police officers beating up a tout &amp; tell t~more ⇢ https://t.co/pT0VIOOaoW via @BoniMuthoni,0,0,NONE
7.08746E+17,3/12/2016 20:06,"23:05 Woiiiiii this Dohny roundabout will finish us. On a Saturday night, its still chaos!!!!! via @B4Neemaaisha",0,0,NONE
7.08744E+17,3/12/2016 19:56,"22:56 KAS 845S Mathree....Respect The Lights please ,along Kenyatta avenue via @SamMacoha",0,0,NONE
7.08741E+17,3/12/2016 19:47,22:47 Wen guy tries 2 b romantic &amp; go to passanger side to open the door &amp; u be like ' sija~more ⇢ https://t.co/WXA8G3NRb8 via @MainaKahuthu,0,0,NONE
7.08741E+17,3/12/2016 19:45,22:45 what outering road looks like  https://t.co/oXOcGNKta1 via @KaminoiK,0,0,NONE
7.08741E+17,3/12/2016 19:44,22:44 2220hrs: Police are still engaging innocent youths in running bat~more ⇢ https://t.co/F6Svs3BH7T https://t.co/jmyVs1yk0F via @IkeOjuok,0,0,NONE
7.08739E+17,3/12/2016 19:37,22:36 jam on jogoo road and outering road is a mess.... via @KaminoiK,0,0,NONE
7.08738E+17,3/12/2016 19:36,22:35 jam on jogoo road and offering road is a mess... via @KaminoiK,0,0,NONE
7.08732E+17,3/12/2016 19:10,22:09 what on earth is happening at the railways roundabout? We are Not moving via @faith_nzisa,0,0,NONE
7.0873E+17,3/12/2016 19:03,22:03 Dear @ntsa_kenya Haile selassie is a parking spot. via @DeejayKamjo,0,0,NONE
7.0873E+17,3/12/2016 19:02,"22:01 Mukuru residents in running battles with police,South B and roads closed the situation ~more ⇢ https://t.co/gPIcECQGHb via @ekkathenya",0,0,NONE
7.08727E+17,3/12/2016 18:51,21:50 @crimewatch008 @Maina_Kenneth what is the update about south B? via @rmobisa,0,0,NONE
7.08727E+17,3/12/2016 18:50,21:50 traffic 🚥 ingine along Jogoo Road to Doonholm. via @bizzwizzie,0,0,NONE
7.08727E+17,3/12/2016 18:50,"21:50 #KCA931 Rembo Shuttle would rather hit another vehicle to get passengers first. A reminder, our lives matter via @Mawathe",0,0,NONE
7.08726E+17,3/12/2016 18:48,21:47 #KCA931 Rembo Shuttle those games you play with peoples lives are detrimental to your health. via @Mawathe,0,0,NONE
7.08726E+17,3/12/2016 18:47,21:46 whats going on Muthurwa next to Country bus from town? Traffic can't go through. via @bizzwizzie,0,0,NONE
7.08725E+17,3/12/2016 18:44,21:44 It'll be Sunny tomorrow in Nairobi! With a high of 29Â°C and a low of 14Â°C. #Lindsay via @DrWambua,0,0,NONE
7.08725E+17,3/12/2016 18:44,21:43 The transport sector is like a market place with mad people.https://t.co/14BfcDT1Mv  https://t.co/Xmf5WZd9YH via @george_rama,0,0,NONE
7.08725E+17,3/12/2016 18:43,21:43 Commuters and drivers just stick to Mombasa road...South B is a no go zone via @UnderscoreBrian,0,0,NONE
7.08723E+17,3/12/2016 18:34,"21:33 Be extremely careful in South B. Riots and gunshots, back route to shopping centre, Bad Bad News @crimewatch008 via @Maina_Kenneth",0,0,NONE
7.08721E+17,3/12/2016 18:29,21:28 At Devki. Terrible traffic towards town. Kindly Whats up ahead @NPSOfficial_KE via @OscarKimani,0,0,NONE
7.0872E+17,3/12/2016 18:24,21:23 Coming from #Greenpark-Msa rd and the jam is massive headed to namanga interchange via @chiiramartins,0,0,NONE
7.08717E+17,3/12/2016 18:13,21:12 Terrible traffic inside Thika town. Cars cars everywhere! There's also a police che~more ⇢ https://t.co/1ARiTMY9dK via @MaggietheMezzo,0,0,NONE
7.08717E+17,3/12/2016 18:10,21:10 I call all KE #KOT Kindly follow the link. Let us bring the grant home not China #NTVWild @calestous via @ThePigFarmerKE,0,0,NONE
7.08714E+17,3/12/2016 17:58,20:57 It will take you one hour to just cross Msa rd atDevki not counting hours in traffic. via @ckathu,0,0,NONE
7.08714E+17,3/12/2016 17:57,20:56 just overlapped and forced a car to go out of the road &amp; hit ~more ⇢ https://t.co/PRipEU5kQl https://t.co/cbVAtDeUro via @Dr_F_Francis,0,0,NONE
7.08711E+17,3/12/2016 17:47,20:46 @pmmutsau Jam on msa rd to Simba Cement to Devki steel mill. Mad traffic. via @ckathu,0,0,NONE
7.0871E+17,3/12/2016 17:45,20:44 Jam Mombasa road from simba cement to namanga interchange via @pmmutsau,0,0,NONE
7.0871E+17,3/12/2016 17:43,20:42 @PoliceKE @EngBauer Police man Manning Devki junction has denied motorists access to Mombas~more ⇢ https://t.co/KoTpfK9B42 via @ckathu,0,0,NONE
7.0871E+17,3/12/2016 17:43,20:42 Solution need to found out cz athiriver junction traffic is becomingcrazy!! via @felix_kisoi,0,0,NONE
7.0871E+17,3/12/2016 17:43,"20:42 apart frm corruption leading in the wrld. Kenyan roads are the worst, jst horrible via @kanacess",0,0,NONE
7.08709E+17,3/12/2016 17:40,20:40 Riots in South B as irate residents protests the death of a young woman who was being held at the AP camp in the area via @H_Ojay254,0,0,NONE
7.08709E+17,3/12/2016 17:38,"20:37 hii barabara kutoka rounda ya kariobangi hadi mowlem. Inataka maombi, tht rd is in tatters. Its a dilema using it...woi! via @kanacess",0,0,NONE
7.08708E+17,3/12/2016 17:35,"20:34 ""Avoid southB shopping centre route into Bellevue, riots from the nearby slum "" via @Tomtechnique",0,0,NONE
7.08708E+17,3/12/2016 17:35,20:34 Thika at standstill on Carissa road. What's happening? via @waithakaadv,0,0,NONE
7.08707E+17,3/12/2016 17:33,20:32 that 'CD' people say it will stop you from being caught speedi~more ⇢ https://t.co/scKe2tNTiZ https://t.co/EUI8aO6Fi7 via @harryruttoh,0,0,NONE
7.08707E+17,3/12/2016 17:32,20:32 Reason nobody has ever been arrested for robbing motorists held up in traffic jams on our roads. via @GMusamali,0,0,NONE
7.08707E+17,3/12/2016 17:32,"20:32 Jam mweda at athi river junction on Mombasa road.,stuck for 30 minutes via @iezrah",0,0,NONE
7.08707E+17,3/12/2016 17:32,20:31 @nbitrafficbot @Klaus254 the bumps before ruiru are causing all that mess via @Kmitchz,0,0,NONE
7.08707E+17,3/12/2016 17:30,20:30 Security cameras in Nairobi are manned by bandits who operate in collusion with bandits who report to chief bandits. via @GMusamali,0,0,NONE
7.08707E+17,3/12/2016 17:30,20:30 traffic galore at Devki Msa rd Athiriver junction. 20 min and counting via @ckathu,0,0,NONE
7.08706E+17,3/12/2016 17:28,20:28 what's happening at the service lane just in front of TRM Its a parking lot via @sasha9041,0,0,NONE
7.08706E+17,3/12/2016 17:26,"20:25 Kidero wants Nairobians to feel like they are in Europe, esp London with those yel~more ⇢ https://t.co/qDk9cquOlA via @archangel_blanc",0,0,NONE
7.08705E+17,3/12/2016 17:25,20:24 It's all clear on the Super Highway. Why can't the roads be like this every wkday? via @nancy_adhiambo,0,0,NONE
7.08703E+17,3/12/2016 17:16,20:16 mombasa athi river area is a parking lot. God have mercy via @MuthamaTitus,0,0,NONE
7.08703E+17,3/12/2016 17:15,"20:15 What's happening near Athi River???
Crazy traffic!! @PoliceKE via @EngBauer",0,0,NONE
7.08703E+17,3/12/2016 17:14,20:14 Jam kuingia rongai noma sana via @Antibrown1,0,0,NONE
7.087E+17,3/12/2016 17:01,"20:01 I pray oh Nairobians, that our traffic never reaches the chaotic levels I'm witnessing in K'la. Very poor driving habits via @fndaga",0,0,NONE
7.08699E+17,3/12/2016 17:01,20:00 super highway jammed by folks getting back 2 nrb stretching btwn gwa kairo and ruiru via @mseenoma,0,0,NONE
7.08699E+17,3/12/2016 17:01,20:00 roguedrivers  https://t.co/YJ7Ar4NleH via @vokeyz,0,0,NONE
7.08699E+17,3/12/2016 17:01,20:00 chokea-block describes Msa-Road from Belle Vue headed into town! via @ThornMulli,0,0,NONE
7.08699E+17,3/12/2016 17:00,20:00 chokea-block describes M-Road from Belle Vue headed into town! via @ThornMulli,0,0,NONE
7.08698E+17,3/12/2016 16:54,"19:54 accident on thika rd towards town just before eastern bypass, use service lane frm zetech via @Klaus254",0,0,NONE
7.08697E+17,3/12/2016 16:52,19:51 Aboard City to city n I'm loving it...makongeni- katitu not giving way to overlapppers~more ⇢ https://t.co/yKvRWPI0RT via @nakshmrembo,0,0,NONE
7.08697E+17,3/12/2016 16:51,19:50 @MakANGamadRE makes one wonder how old Kencom house is @HistoryKe via @orokobernards,0,0,NONE
7.08696E+17,3/12/2016 16:47,19:46 kawangware rd needs reconstruction ^Mp Simba Arati..jam naivasha rd via kawangware via @Abubhakari,0,0,NONE
7.08695E+17,3/12/2016 16:41,"19:41 Thika road from Zetech ruiru towards town iko nini uko mbele, theres mad traffic via @Klaus254",0,0,NONE
7.08692E+17,3/12/2016 16:33,"19:32 Awesome "" 19:26 ... 1979: Kencom stage, Nairobi. via @HistoryKe""  https://t.co/Ler5DUYcSU via @MakANGamadRE",0,0,NONE
7.08692E+17,3/12/2016 16:32,19:31 how is the traffic situation at Machakos turnoff now? via @MuthamaTitus,0,0,NONE
7.08691E+17,3/12/2016 16:27,19:27 @MainawaMaina these trucks tho  https://t.co/TwESqJO0hc via @kuregarega,0,0,NONE
7.08691E+17,3/12/2016 16:26,19:25 Waiyaki way Westlands all clear towards town via @nancy_adhiambo,0,0,NONE
7.08689E+17,3/12/2016 16:19,19:18 Local residents at Mukuru slum currently demonstrating along Dunga Road next to Mater Hospital. via @ekkathenya,0,0,NONE
7.08688E+17,3/12/2016 16:17,19:17 Arwing kodhek towards valley arcade moving swiftly #ProjectX via @Abubhakari,0,0,NONE
7.08687E+17,3/12/2016 16:13,19:12 situation choke a block both sides of the divide.  https://t.co/82K5uw0Wa2 via @FrankKabogo,0,0,NONE
7.08687E+17,3/12/2016 16:11,19:11 Arwings kodhek moving slowly slowly #ProjectX via @Abubhakari,0,0,NONE
7.08686E+17,3/12/2016 16:09,19:09 Bumper to bumper  https://t.co/rqJgqLxx2j via @itsrigan,0,0,NONE
7.08686E+17,3/12/2016 16:08,19:08 kaa una kuja ronga enda kanisa ama kwa bar jam niki bao  https://t.co/MA6b5L5bg5 via @itsrigan,0,0,NONE
7.08686E+17,3/12/2016 16:07,19:06 #whyfeministbutnotchauvinist Ngong road #kot via @accesscelebrit,0,0,NONE
7.08686E+17,3/12/2016 16:06,19:06 what's up with traffic in athi river near KMC? We have been at~more ⇢ https://t.co/keCWqP21ee https://t.co/MHXAYCpTT3 via @FrankKabogo,0,0,NONE
7.08685E+17,3/12/2016 16:04,19:04 Meanwhile  https://t.co/VvpOkyLYQj via @MainawaMaina,0,0,NONE
7.08685E+17,3/12/2016 16:03,"19:03 My eyes have witnessed a drunk guy. Staggering to open his car, getting in a drive to the road. Lord protect us. via @bikers254",0,0,NONE
7.08684E+17,3/12/2016 16:00,19:00 Who is cutting down the beautiful trees on Ngong Road? @KideroEvans @WALTERMONGARE?  https://t.co/2HWi5XTa67 via @Hersun10,0,0,NONE
7.08684E+17,3/12/2016 16:00,19:00 Hey brothers for onather mother : jam kiboa mombasa road ! Mulolongo athi~river ni kunoma plz jipage via @makau600,0,0,NONE
7.08683E+17,3/12/2016 15:57,"18:56 Based with the Status of Taj mall being on Road reserve, if it will be pulled down,Will ~more ⇢ https://t.co/Hh2p5fw4b9 via @SamMacoha",0,0,NONE
7.08678E+17,3/12/2016 15:34,"18:34 @kideroevans,@TransportKE,as a langata rd user,kwanini Sunshine sec schl,hawana parkin~more ⇢ https://t.co/B7vkgzQPvt via @nairobilord",0,0,NONE
7.08676E+17,3/12/2016 15:27,18:26 a worker hit under transami footbridge. Jam already pilling on southern bypass via @jack33809528,0,0,NONE
